,G,MLP,RES,SA,date
389,-0.08643829832865436,0.0,NTR,0.4455120000000001,2017-10-01 23:00:00
390,-0.9902157849835128,0.8223164677619934,NEG,-0.2948884846153846,2018-02-02 23:00:00
391,0.2223555946693284,0.0,NTR,-0.19489676153846153,2017-09-08 23:00:00
392,0.9693373047522408,0.0,POS,-0.059745219444444456,2018-02-27 23:00:00
393,-0.08643829832865436,0.0,NTR,0.4455120000000001,2017-10-01 23:00:00
394,-0.9672787953533021,0.7180473208427429,NTR,-0.55714903,2018-03-14 23:00:00
395,0.0871212282065062,0.0,NTR,0.089520065625,2017-09-29 23:00:00
396,-0.13809107958488478,0.0,NTR,0.1462693846153846,2017-10-17 23:00:00
397,0.4266297527536066,1.0,NTR,-0.1585468357142857,2017-09-12 23:00:00
398,-0.9995138033304031,0.42276644706726074,NEG,-0.16843881153846146,2018-01-26 23:00:00
399,0.04802317127937942,0.7350963354110718,NTR,0.060231440909090876,2017-08-02 23:00:00
400,-0.979881276442276,0.0,POS,-0.123345,2017-12-24 23:00:00
401,-0.3299012875538732,0.0,NTR,-0.21480325,2017-09-17 23:00:00
402,0.9989192692069162,0.0,POS,-0.20959132954545454,2018-01-05 23:00:00
403,-0.9807596594902547,0.59971684217453,NEG,-0.13011353928571429,2018-01-08 23:00:00
404,0.18743584753629713,0.0,NTR,-0.23162579090909088,2017-09-01 23:00:00
405,-0.06534869613755698,0.0,NTR,-0.1252882277777778,2017-08-21 23:00:00
406,0.24978867625608986,0.0,NTR,-0.08908695000000001,2017-10-11 23:00:00
407,-0.4040558576142904,0.05666245520114899,NTR,-0.22135421218749998,2017-10-27 23:00:00
408,-0.9570770797547989,0.0,POS,-0.4236107,2017-12-09 23:00:00
409,0.1387934388192513,0.0,NTR,-0.47759549999999995,2017-08-20 23:00:00
410,0.36546992524086946,0.34726816415786743,NTR,-0.060773564285714295,2017-10-19 23:00:00
411,0.9891807785325544,0.0,POS,-0.1106702,2017-12-23 23:00:00
412,0.7685078440192367,0.0,NTR,-0.143298,2018-03-11 23:00:00
413,0.9688910892983831,0.8446803092956543,NEG,0.21168675,2017-12-17 23:00:00
414,0.9912939857808762,0.0,POS,-0.33949039166666667,2017-12-15 23:00:00
415,0.49113727082935266,0.0,NTR,0.011358134999999991,2017-08-14 23:00:00
416,-0.8838248851875545,0.0,NEG,-0.45215800000000006,2018-01-06 23:00:00
417,-0.9956683148529394,0.0,POS,0.0872795,2018-02-18 23:00:00
418,0.6086574699121513,0.6255022287368774,POS,0.1329680328125,2017-11-01 23:00:00
419,-0.3347173941490007,0.0,NTR,0.3307445,2017-09-16 23:00:00
